CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CID-03024,Female,0,Yes,Yes,32,No,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,41.29,2221.17,Yes
CID-03025,Female,0,Yes,No,12,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card,52.47,950.97,No
CID-03026,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,67.34,6536.35,Yes
CID-03027,Male,0,No,No,0,No,No phone service,Fiber optic,No,No,Month-to-month,No,Mailed check,64.06,961.28,Yes
CID-03028,Male,0,Yes,No,66,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.93,1962.15,Yes
CID-03029,Female,0,No,No,25,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Bank transfer,21.86,472.64,Yes
CID-03030,Male,0,Yes,No,68,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Credit card,116.97,2187.99,No
CID-03031,Female,1,No,No,32,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,72.51,864.02,No
CID-03032,Male,0,No,No,35,Yes,Yes,DSL,No,No,Month-to-month,No,Bank transfer,98.92,1865.39,Yes
CID-03033,Male,0,Yes,Yes,0,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,91.2,6998.93,No
CID-03034,Female,0,Yes,No,52,Yes,Yes,No,No,No,One year,No,Mailed check,85.6,2808.8,No
CID-03035,Female,0,No,No,8,Yes,No,No,No internet service,No,One year,No,Bank transfer,52.09,597.68,Yes
CID-03036,Male,1,No,No,37,Yes,Yes,Fiber optic,No,No,Two year,No,Electronic check,75.71,1657.91,No
CID-03037,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,106.06,59.89,Yes
CID-03038,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,83.33,672.54,Yes
CID-03039,Male,0,Yes,No,49,Yes,Yes,No,No,No,One year,No,Electronic check,39.78,3828.0,Yes
CID-03040,Female,0,Yes,No,1,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,107.65,7329.44,Yes
CID-03041,Male,0,Yes,Yes,12,Yes,No,No,No,Yes,Two year,Yes,Mailed check,41.44,2044.41,No
CID-03042,Female,1,Yes,Yes,62,No,No phone service,No,No internet service,Yes,Two year,No,Mailed check,93.37,58.92,No
CID-03043,Male,0,Yes,No,43,No,No,DSL,No,No internet service,Month-to-month,Yes,Mailed check,36.33,7582.04,No
CID-03044,Male,0,No,No,12,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Electronic check,109.92,2891.3,No
CID-03045,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer,108.31,1020.23,No
CID-03046,Male,0,No,Yes,55,Yes,No phone service,DSL,No,No,Month-to-month,No,Credit card,61.68,775.84,Yes
CID-03047,Male,0,No,No,7,No,No,No,No internet service,No internet service,Two year,No,Electronic check,30.18,6807.06,No
CID-03048,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,119.5,5069.83,No
CID-03049,Female,0,No,No,56,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,66.61,2695.02,Yes
CID-03050,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,58.45,804.67,Yes
CID-03051,Male,1,No,No,38,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,35.55,913.16,No
CID-03052,Female,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,One year,Yes,Credit card,25.77,158.55,No
CID-03053,Male,0,No,No,34,Yes,No,Fiber optic,No,No,Month-to-month,No,Credit card,116.22,1649.3,No
CID-03054,Male,1,Yes,No,8,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Electronic check,39.95,6400.7,No
CID-03055,Female,0,No,No,52,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,93.01,121.59,No
CID-03056,Female,0,Yes,Yes,66,Yes,Yes,DSL,No,No,One year,No,Bank transfer,108.41,1874.0,No
CID-03057,Female,0,No,No,25,Yes,Yes,DSL,No internet service,No,Two year,Yes,Bank transfer,49.27,814.09,No
CID-03058,Male,1,No,No,28,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,85.05,3897.58,No
CID-03059,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card,31.67,3253.71,No
CID-03060,Male,1,No,Yes,29,No,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Electronic check,47.29,1663.84,No
CID-03061,Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,One year,Yes,Bank transfer,87.01,1483.95,No
CID-03062,Male,0,Yes,No,34,Yes,No phone service,DSL,Yes,No internet service,Two year,Yes,Electronic check,76.7,1406.18,No
CID-03063,Female,0,No,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,32.54,2525.2,Yes
CID-03064,Female,0,No,Yes,63,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Bank transfer,92.88,6044.04,No
CID-03065,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer,112.19,1339.19,No
CID-03066,Male,0,No,No,38,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,63.33,2602.23,No
CID-03067,Male,0,Yes,No,24,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,63.77,4918.42,No
CID-03068,Male,0,No,No,63,Yes,No phone service,No,No,No internet service,Month-to-month,Yes,Credit card,33.37,228.28,No
CID-03069,Female,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,69.65,1618.0,No
CID-03070,Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,72.77,7591.65,No
CID-03071,Female,0,No,Yes,66,Yes,Yes,Fiber optic,No internet service,Yes,One year,No,Bank transfer,23.65,271.14,No
CID-03072,Female,0,No,No,8,Yes,No phone service,DSL,Yes,No internet service,Two year,Yes,Electronic check,27.48,885.94,Yes
CID-03073,Female,0,Yes,No,23,Yes,No phone service,Fiber optic,Yes,No,Two year,Yes,Credit card,77.66,5900.33,No
CID-03074,Male,0,No,No,30,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Mailed check,24.42,4683.92,No
CID-03075,Female,0,Yes,Yes,30,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,119.25,3676.3,No
CID-03076,Female,0,Yes,No,57,Yes,No phone service,No,No,Yes,Month-to-month,No,Electronic check,104.42,5142.27,Yes
CID-03077,Female,0,No,No,42,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,69.97,1008.73,Yes
CID-03078,Male,0,No,No,22,Yes,No,DSL,No,No,Month-to-month,No,Credit card,97.12,1800.69,Yes
CID-03079,Male,1,Yes,No,0,Yes,No phone service,Fiber optic,No,Yes,Two year,Yes,Electronic check,62.48,954.48,Yes
CID-03080,Male,0,No,No,65,Yes,No,DSL,No,Yes,Two year,Yes,Bank transfer,21.08,5701.65,No
CID-03081,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,Two year,No,Credit card,23.47,557.38,No
CID-03082,Female,0,Yes,No,50,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,51.62,1861.43,No
CID-03083,Female,1,No,No,30,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,92.06,283.69,No
CID-03084,Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,84.78,747.29,Yes
CID-03085,Male,0,No,No,43,Yes,Yes,No,No,No,One year,No,Electronic check,105.06,233.46,No
CID-03086,Female,0,Yes,No,38,Yes,No,DSL,Yes,Yes,Month-to-month,No,Credit card,95.59,2718.41,Yes
CID-03087,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,112.78,1572.5,No
CID-03088,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,90.97,423.34,No
CID-03089,Female,0,Yes,No,5,No,No,No,No,No,One year,Yes,Electronic check,48.03,336.85,Yes
CID-03090,Male,1,No,No,0,Yes,No,DSL,No,Yes,Month-to-month,Yes,Bank transfer,32.33,210.61,Yes
CID-03091,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,95.67,480.93,No
CID-03092,Male,0,Yes,Yes,52,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer,68.41,4142.02,No
CID-03093,Male,1,No,Yes,35,Yes,No,DSL,No,Yes,One year,No,Credit card,38.13,3560.26,No
CID-03094,Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,73.25,633.01,Yes
CID-03095,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Bank transfer,45.39,1448.64,No
CID-03096,Male,0,No,Yes,11,Yes,No,Fiber optic,No,No,One year,Yes,Mailed check,105.36,2775.6,Yes
CID-03097,Female,1,Yes,Yes,56,Yes,No,No,No,No internet service,One year,No,Mailed check,67.73,1194.26,No
CID-03098,Female,1,No,No,15,Yes,No,No,No,No,One year,No,Bank transfer,71.84,1037.19,Yes
CID-03099,Female,0,No,No,44,Yes,No,DSL,No,No,Two year,Yes,Electronic check,21.41,2560.69,Yes
CID-03100,Male,0,Yes,No,56,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Electronic check,58.34,169.37,No
CID-03101,Female,0,No,No,65,No,No,Fiber optic,No internet service,Yes,Two year,No,Electronic check,92.25,339.85,Yes
CID-03102,Female,1,Yes,Yes,45,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,20.37,3288.93,No
CID-03103,Female,0,Yes,No,59,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,23.01,90.39,Yes
CID-03104,Female,0,No,Yes,29,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,109.08,2194.18,No
CID-03105,Male,1,No,No,18,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Electronic check,22.32,903.97,No
CID-03106,Female,1,No,No,22,No,No,DSL,No,Yes,Month-to-month,No,Mailed check,33.91,1182.88,Yes
CID-03107,Female,1,Yes,No,70,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,42.71,3088.31,No
CID-03108,Female,0,No,Yes,4,Yes,No,Fiber optic,No internet service,No,One year,Yes,Electronic check,54.29,5146.37,Yes
CID-03109,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,20.74,2408.13,No
CID-03110,Male,0,No,No,61,No,No,No,No,No internet service,One year,Yes,Electronic check,99.86,1424.75,Yes
CID-03111,Male,0,No,No,26,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.7,2355.59,No
CID-03112,Female,0,Yes,Yes,32,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,37.9,634.1,No
CID-03113,Male,0,Yes,No,18,No,No,Fiber optic,No internet service,No,One year,Yes,Credit card,107.62,3835.54,No
CID-03114,Female,1,No,Yes,58,Yes,Yes,DSL,No,No internet service,One year,No,Credit card,84.39,5515.83,Yes
CID-03115,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,44.53,1114.16,No
CID-03116,Male,0,No,Yes,62,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.9,6262.16,Yes
CID-03117,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Two year,No,Electronic check,59.46,3691.76,Yes
CID-03118,Female,0,Yes,No,4,Yes,No,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer,119.91,906.71,No
CID-03119,Male,0,Yes,Yes,10,Yes,Yes,DSL,No,Yes,One year,No,Electronic check,46.11,211.3,No
CID-03120,Female,1,Yes,Yes,69,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,78.05,530.82,No
CID-03121,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,44.13,5283.55,No
CID-03122,Male,0,Yes,Yes,4,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,26.42,5964.96,No
CID-03123,Female,0,No,Yes,13,Yes,Yes,DSL,No,No,One year,No,Bank transfer,90.54,2789.58,No
CID-03124,Female,0,No,No,27,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,20.34,1756.2,Yes
CID-03125,Male,0,No,No,64,No,No phone service,No,No internet service,No,One year,Yes,Electronic check,115.56,43.37,No
CID-03126,Male,1,Yes,Yes,4,Yes,No phone service,No,No internet service,No,Month-to-month,No,Credit card,106.57,4936.15,Yes
CID-03127,Female,1,Yes,No,65,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,59.36,1003.93,Yes
CID-03128,Male,0,Yes,No,40,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer,49.49,2459.55,No
CID-03129,Female,0,Yes,No,14,No,Yes,No,No,No internet service,One year,No,Credit card,57.96,6251.63,No
CID-03130,Female,0,No,No,43,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,48.45,93.92,Yes
CID-03131,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,59.14,3768.75,Yes
CID-03132,Male,0,No,No,1,Yes,Yes,DSL,Yes,No internet service,One year,No,Electronic check,74.61,229.82,No
CID-03133,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,94.23,3883.75,Yes
CID-03134,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Mailed check,112.98,5991.53,No
CID-03135,Female,0,Yes,No,31,Yes,Yes,DSL,Yes,No,Two year,Yes,Bank transfer,32.67,1293.21,No
CID-03136,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No internet service,One year,Yes,Bank transfer,18.46,5804.91,No
CID-03137,Male,1,Yes,No,69,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer,41.64,3428.4,Yes
CID-03138,Female,0,Yes,No,24,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.25,1950.26,No
CID-03139,Female,1,No,Yes,11,No,No,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,69.04,3630.71,Yes
CID-03140,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,115.06,3851.0,No
CID-03141,Female,0,No,No,23,No,No,DSL,No,No,Month-to-month,No,Credit card,94.91,2646.96,No
CID-03142,Male,1,Yes,Yes,26,Yes,No phone service,DSL,No,No,One year,No,Mailed check,62.9,492.78,No
CID-03143,Male,0,Yes,No,30,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,41.12,6861.37,Yes
CID-03144,Female,1,No,No,70,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,109.33,1966.49,No
CID-03145,Female,0,No,No,8,Yes,No,Fiber optic,No,No internet service,Two year,No,Electronic check,113.63,61.23,No
CID-03146,Female,0,Yes,No,27,No,Yes,Fiber optic,No,Yes,Two year,Yes,Electronic check,49.33,4247.26,No
CID-03147,Male,0,Yes,No,13,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,63.09,2505.19,No
CID-03148,Male,0,Yes,No,8,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,91.29,321.62,No
CID-03149,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Bank transfer,111.18,5404.24,No
CID-03150,Female,0,No,No,14,Yes,No,Fiber optic,No internet service,No,One year,Yes,Bank transfer,41.61,1669.41,Yes
CID-03151,Female,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,106.53,2371.15,Yes
CID-03152,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,50.31,1035.66,No
CID-03153,Male,0,No,No,57,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,42.35,1794.01,No
CID-03154,Male,0,Yes,No,0,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Mailed check,72.61,805.12,Yes
CID-03155,Male,0,Yes,No,24,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,40.56,1442.01,Yes
CID-03156,Female,0,No,No,56,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,35.03,1831.66,No
CID-03157,Female,1,No,No,57,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,85.1,2271.69,Yes
CID-03158,Male,0,Yes,No,52,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,47.23,1680.54,No
CID-03159,Female,0,No,Yes,13,Yes,No,No,No,No,Two year,No,Credit card,58.82,141.71,No
CID-03160,Female,0,No,No,19,Yes,No,DSL,No internet service,No internet service,Two year,No,Electronic check,107.16,3677.02,No
CID-03161,Male,0,No,Yes,8,Yes,No,No,Yes,No,Two year,Yes,Electronic check,25.92,7852.48,No
CID-03162,Female,1,No,No,3,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,82.65,6937.11,No
CID-03163,Female,1,No,No,62,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,29.79,103.47,Yes
CID-03164,Female,1,No,Yes,14,Yes,No,DSL,No,No,Month-to-month,No,Bank transfer,39.45,432.15,No
CID-03165,Male,0,Yes,No,61,Yes,Yes,No,No internet service,No,Month-to-month,No,Bank transfer,70.19,1798.11,Yes
CID-03166,Female,0,No,No,47,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Credit card,73.37,1496.95,No
CID-03167,Male,0,No,No,45,Yes,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,24.45,1163.48,No
CID-03168,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,One year,Yes,Bank transfer,21.54,5520.67,No
CID-03169,Male,1,Yes,No,72,Yes,No,Fiber optic,Yes,No,Two year,Yes,Bank transfer,73.77,4796.59,No
CID-03170,Female,0,No,Yes,11,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,103.99,887.52,No
CID-03171,Male,0,Yes,No,3,Yes,Yes,No,No,Yes,One year,No,Credit card,100.12,2011.53,No
CID-03172,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,Two year,Yes,Bank transfer,65.88,2380.03,No
CID-03173,Female,0,No,Yes,23,Yes,Yes,No,No,No,One year,No,Mailed check,89.97,920.15,No
CID-03174,Female,0,No,No,54,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,24.06,6418.66,Yes
CID-03175,Male,0,No,No,42,Yes,No,DSL,No,Yes,Month-to-month,No,Mailed check,36.55,1595.73,No
CID-03176,Male,0,No,No,28,Yes,No phone service,No,Yes,No,Month-to-month,No,Mailed check,93.81,1873.66,No
CID-03177,Male,0,No,No,55,Yes,No,DSL,Yes,No,One year,Yes,Mailed check,79.84,340.12,No
CID-03178,Female,0,No,No,32,Yes,Yes,No,Yes,No,One year,No,Credit card,73.53,4179.78,No
CID-03179,Female,1,Yes,Yes,22,No,No,Fiber optic,Yes,No,One year,No,Electronic check,115.77,3341.66,No
CID-03180,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Credit card,86.23,2210.74,No
CID-03181,Female,1,Yes,Yes,25,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,44.16,3384.78,Yes
CID-03182,Male,0,No,No,31,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card,76.37,409.35,No
CID-03183,Female,0,Yes,No,58,Yes,No,Fiber optic,No internet service,Yes,Two year,No,Mailed check,52.42,1636.94,No
CID-03184,Male,0,No,No,64,No,No phone service,Fiber optic,No,No,Two year,No,Bank transfer,99.95,2583.21,Yes
CID-03185,Female,0,Yes,Yes,38,Yes,Yes,No,No,No,One year,Yes,Electronic check,98.33,74.02,No
CID-03186,Male,0,Yes,Yes,50,No,No,DSL,No internet service,Yes,One year,Yes,Bank transfer,20.33,6952.17,No
CID-03187,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,74.86,2496.95,Yes
CID-03188,Male,1,Yes,No,64,No,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,102.58,6428.25,Yes
CID-03189,Male,1,No,Yes,72,No,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,107.41,1432.75,Yes
CID-03190,Male,0,Yes,Yes,11,Yes,Yes,DSL,No,No,One year,No,Credit card,105.22,484.03,No
CID-03191,Male,0,No,No,65,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,30.48,2788.48,No
CID-03192,Male,0,No,No,72,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,82.31,1078.89,No
CID-03193,Male,0,No,No,26,No,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,26.66,774.8,No
CID-03194,Female,1,Yes,Yes,33,Yes,No phone service,Fiber optic,No,Yes,One year,Yes,Credit card,80.47,1316.09,No
CID-03195,Male,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,70.84,409.87,No
CID-03196,Female,0,Yes,No,24,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,59.48,2430.83,No
CID-03197,Male,1,No,No,34,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,107.28,4389.35,No
CID-03198,Female,0,Yes,No,34,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,85.06,4913.2,Yes
CID-03199,Male,0,Yes,No,15,Yes,No,No,No,No,Month-to-month,No,Bank transfer,103.57,1526.03,Yes
CID-03200,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,No internet service,One year,No,Credit card,55.47,2133.87,Yes
CID-03201,Male,1,No,No,59,Yes,Yes,DSL,No,No,Month-to-month,No,Bank transfer,20.96,1847.64,No
CID-03202,Female,0,No,Yes,71,No,No,No,No,No,One year,Yes,Electronic check,83.43,6847.43,Yes
CID-03203,Female,1,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Credit card,118.58,6976.95,No
CID-03204,Female,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card,85.22,6161.76,Yes
CID-03205,Male,0,No,Yes,37,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Bank transfer,75.97,1614.99,No
CID-03206,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No internet service,No internet service,One year,No,Mailed check,56.08,7096.27,No
CID-03207,Female,0,No,No,0,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,23.98,644.92,Yes
CID-03208,Male,0,No,No,26,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,91.71,2033.44,No
CID-03209,Male,0,No,No,46,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,48.63,2770.03,No
CID-03210,Female,0,No,No,51,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,95.95,7519.24,Yes
CID-03211,Male,0,Yes,No,57,Yes,No,DSL,No internet service,No internet service,Month-to-month,Yes,Credit card,73.89,298.58,No
CID-03212,Male,0,Yes,No,57,Yes,No,DSL,No,No,Month-to-month,No,Mailed check,30.07,545.67,Yes
CID-03213,Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,27.62,1669.39,Yes
CID-03214,Female,0,Yes,Yes,14,No,No,Fiber optic,No,Yes,One year,No,Electronic check,19.27,3492.07,No
CID-03215,Male,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,One year,No,Bank transfer,29.98,1798.11,No
CID-03216,Male,0,No,No,40,Yes,Yes,No,No internet service,No,Two year,No,Mailed check,25.59,2133.01,No
CID-03217,Male,1,Yes,No,66,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,94.84,559.66,No
CID-03218,Female,0,Yes,No,52,Yes,No,DSL,No,No,Two year,Yes,Mailed check,99.76,600.44,No
CID-03219,Male,0,No,No,63,Yes,No,DSL,No internet service,Yes,Two year,Yes,Credit card,109.94,2529.66,No
CID-03220,Female,0,No,Yes,38,Yes,No,No,No,No,One year,Yes,Credit card,74.85,2588.03,No
CID-03221,Male,0,No,No,41,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card,109.25,915.44,No
CID-03222,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Credit card,98.35,2436.91,No
CID-03223,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,25.94,5082.81,No
CID-03224,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,One year,No,Electronic check,105.52,2065.95,No
CID-03225,Female,0,No,No,23,No,No,No,No,No internet service,One year,Yes,Mailed check,51.98,4423.95,No
CID-03226,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,49.15,2708.3,Yes
CID-03227,Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,62.7,923.8,No
CID-03228,Female,0,No,Yes,44,No,Yes,Fiber optic,Yes,No internet service,One year,Yes,Bank transfer,110.64,5339.44,No
CID-03229,Female,1,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,One year,Yes,Credit card,33.26,6013.8,No
CID-03230,Male,0,Yes,Yes,63,No,No,Fiber optic,No,No,One year,No,Bank transfer,66.69,852.7,No
CID-03231,Male,0,No,No,27,Yes,No,DSL,No,No,One year,No,Credit card,73.49,2973.65,No
CID-03232,Female,0,Yes,No,39,Yes,No phone service,DSL,Yes,Yes,Month-to-month,No,Electronic check,92.9,1218.15,Yes
CID-03233,Male,0,No,No,22,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Credit card,113.57,1716.5,No
CID-03234,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,107.75,288.57,Yes
CID-03235,Female,0,No,Yes,41,No,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,63.05,565.33,Yes
CID-03236,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,75.74,1727.75,Yes
CID-03237,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Two year,Yes,Credit card,68.05,1760.92,No
CID-03238,Female,0,No,No,56,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,95.87,4262.87,Yes
CID-03239,Female,0,No,Yes,47,Yes,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Bank transfer,106.24,3486.55,No
CID-03240,Male,0,No,Yes,42,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card,97.22,2951.46,No
CID-03241,Male,0,No,Yes,21,Yes,No phone service,DSL,No,No,Month-to-month,No,Bank transfer,101.96,5854.77,No
CID-03242,Male,0,No,Yes,54,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,43.9,2812.44,No
CID-03243,Female,0,Yes,Yes,0,Yes,No,DSL,Yes,No,Two year,No,Electronic check,30.72,3924.07,Yes
CID-03244,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,Two year,No,Electronic check,117.8,2594.85,Yes
CID-03245,Female,1,No,No,26,Yes,No,DSL,No,No,One year,No,Mailed check,33.96,4280.29,No
